id,key,value,type
52982812,highway,turning_circle,regular
52983625,power,tower,regular
52983629,power,tower,regular
52983634,power,tower,regular
52983638,power,tower,regular
52983647,power,tower,regular
52983649,power,tower,regular
52983650,power,tower,regular
52983651,power,tower,regular
52986940,highway,turning_circle,regular
52995085,highway,turning_circle,regular
52997530,highway,turning_circle,regular
53001265,railway,level_crossing,regular
53004878,highway,turning_circle,regular
53018724,highway,turning_circle,regular
53027187,highway,turning_circle,regular
53033326,source,knowledge,regular
53033326,traffic_calming,bump,regular
53033329,barrier,gate,regular
53033329,bicycle,yes,regular
53033329,foot,yes,regular
53036254,highway,turning_circle,regular
53043334,highway,turning_circle,regular
53049832,highway,turning_circle,regular
53050333,highway,turning_circle,regular
53062970,highway,turning_circle,regular
53063243,highway,turning_loop,regular
53064827,highway,turning_loop,regular
53064898,highway,turning_circle,regular
53066956,highway,turning_circle,regular
53067413,highway,turning_circle,regular
53068179,highway,turning_loop,regular
53068896,highway,turning_circle,regular
53071195,highway,turning_circle,regular
53075930,highway,turning_circle,regular
53076005,highway,turning_loop,regular
53076099,highway,turning_circle,regular
53076261,highway,turning_circle,regular
53078198,highway,turning_circle,regular
53079895,highway,turning_circle,regular
53079896,highway,turning_circle,regular
53079978,highway,turning_circle,regular
53080404,highway,turning_circle,regular
53081057,highway,turning_circle,regular
53082400,highway,turning_loop,regular
53084966,highway,turning_circle,regular
53088966,highway,turning_circle,regular
53089183,highway,turning_loop,regular
53089184,highway,turning_circle,regular
53090369,highway,turning_circle,regular
53090619,highway,turning_circle,regular
53090627,highway,turning_loop,regular
53091816,highway,turning_circle,regular
53092884,highway,turning_circle,regular
53093526,highway,turning_circle,regular
53093529,highway,turning_circle,regular
53093918,highway,turning_circle,regular
53093920,highway,turning_circle,regular
53096495,highway,turning_circle,regular
53096530,highway,stop,regular
53096536,highway,traffic_signals,regular
53096572,highway,turning_circle,regular
53098784,highway,turning_circle,regular
53100224,highway,turning_circle,regular
53101606,highway,turning_circle,regular
53102891,highway,turning_circle,regular
53104301,crossing,traffic_signals,regular
53104301,highway,traffic_signals,regular
53105758,highway,turning_circle,regular
53105763,highway,turning_circle,regular
53106272,highway,turning_circle,regular
53106299,highway,turning_circle,regular
53106315,highway,turning_circle,regular
53106699,highway,turning_circle,regular
53107319,highway,stop,regular
53107319,stop,all,regular
53107328,highway,traffic_signals,regular
53107379,highway,turning_circle,regular
53107629,highway,traffic_signals,regular
53109345,highway,turning_circle,regular
53110028,highway,turning_circle,regular
53111904,highway,turning_circle,regular
53111970,highway,turning_circle,regular
53113765,highway,turning_circle,regular
53113772,highway,turning_circle,regular
53115679,highway,stop,regular
53115682,highway,crossing,regular
53119320,highway,traffic_signals,regular
53119329,highway,traffic_signals,regular
53119329,traffic_signals,signal,regular
53119454,highway,traffic_signals,regular
53119454,traffic_signals,signal,regular
53119461,highway,traffic_signals,regular
53119461,traffic_signals,signal,regular
53119897,highway,turning_circle,regular
53120434,highway,turning_circle,regular
53120436,highway,turning_circle,regular
53120459,highway,turning_circle,regular
53121901,highway,turning_circle,regular
53121915,highway,turning_circle,regular
53121918,highway,turning_circle,regular
53122402,highway,turning_circle,regular
53122421,highway,turning_circle,regular
53123111,highway,turning_circle,regular
53123502,highway,turning_circle,regular
53123504,highway,turning_circle,regular
53124704,highway,turning_circle,regular
53126356,highway,turning_circle,regular
53127969,highway,turning_circle,regular
53129347,highway,turning_circle,regular
53129380,highway,turning_circle,regular
53130059,highway,turning_circle,regular
53130078,highway,turning_circle,regular
53130809,highway,turning_circle,regular
53131588,highway,turning_circle,regular
53131635,highway,turning_circle,regular
53134190,highway,turning_circle,regular
53134198,highway,turning_circle,regular
53136219,highway,turning_circle,regular
53136533,highway,turning_loop,regular
53138437,highway,turning_circle,regular
53141588,highway,turning_loop,regular
53141594,highway,turning_circle,regular
53141617,highway,turning_circle,regular
53144058,highway,turning_circle,regular
53148102,highway,turning_circle,regular
53148161,highway,turning_circle,regular
53148564,highway,turning_circle,regular
53148604,highway,turning_circle,regular
53154597,highway,turning_circle,regular
53154705,highway,turning_circle,regular
53154746,highway,turning_circle,regular
53155002,highway,turning_circle,regular
53157350,highway,stop,regular
53157395,highway,turning_circle,regular
53157736,highway,turning_circle,regular
53159194,highway,turning_circle,regular
53161311,highway,turning_circle,regular
53161390,highway,turning_circle,regular
53165340,highway,turning_circle,regular
53165344,highway,turning_circle,regular
53167162,highway,turning_circle,regular
53167240,highway,turning_circle,regular
53167250,highway,turning_circle,regular
53168604,highway,turning_loop,regular
53168612,highway,turning_circle,regular
53170135,highway,turning_circle,regular
53172950,highway,turning_circle,regular
53172974,highway,turning_circle,regular
53173638,highway,turning_circle,regular
53173644,highway,turning_circle,regular
53174212,highway,turning_circle,regular
53174670,highway,turning_circle,regular
53174790,highway,turning_loop,regular
53175018,highway,turning_circle,regular
53175333,crossing,traffic_signals,regular
53175333,highway,traffic_signals,regular
53175337,highway,traffic_signals,regular
53175337,source,yahoo_wms;survey,regular
53177966,highway,turning_circle,regular
53182903,highway,turning_circle,regular
53182952,highway,turning_circle,regular
53182963,highway,turning_circle,regular
53182967,highway,turning_circle,regular
53183376,highway,turning_circle,regular
53183511,highway,turning_circle,regular
53183945,highway,turning_circle,regular
53183972,highway,turning_circle,regular
53184407,highway,turning_circle,regular
53184414,highway,turning_circle,regular
53186545,highway,turning_circle,regular
53187363,highway,turning_circle,regular
53187934,highway,turning_circle,regular
53188567,highway,turning_circle,regular
53188570,highway,turning_loop,regular
53189196,highway,turning_circle,regular
53189441,highway,stop,regular
53189890,highway,turning_circle,regular
53190593,highway,turning_circle,regular
53190603,highway,turning_circle,regular
53190714,crossing,uncontrolled,regular
53190714,highway,crossing,regular
53191396,highway,turning_circle,regular
53192397,highway,turning_circle,regular
53192448,highway,turning_circle,regular
53193766,highway,turning_circle,regular
53193768,highway,turning_circle,regular
53193788,highway,turning_circle,regular
53193852,highway,turning_circle,regular
53194655,highway,turning_loop,regular
53194656,highway,turning_loop,regular
53194657,highway,turning_loop,regular
53194660,highway,turning_loop,regular
53195362,highway,turning_circle,regular
53196858,highway,turning_circle,regular
53197336,highway,turning_circle,regular
53198923,highway,turning_circle,regular
53199187,highway,turning_circle,regular
53199188,highway,turning_circle,regular
53199190,highway,turning_circle,regular
53199206,highway,turning_circle,regular
53199290,highway,turning_circle,regular
53199298,highway,turning_circle,regular
53199618,highway,turning_circle,regular
53201288,crossing,traffic_signals,regular
53201288,highway,traffic_signals,regular
53201523,highway,turning_circle,regular
53201540,highway,turning_circle,regular
53201733,highway,turning_circle,regular
53202541,highway,turning_circle,regular
53202543,highway,turning_circle,regular
53202545,highway,turning_circle,regular
53202955,highway,turning_circle,regular
53203023,highway,turning_circle,regular
53203081,highway,turning_circle,regular
53206172,crossing,traffic_signals,regular
53206172,highway,traffic_signals,regular
53208965,highway,turning_circle,regular
53209718,highway,turning_circle,regular
53211233,highway,turning_circle,regular
53211234,highway,turning_circle,regular
53211506,highway,turning_loop,regular
53211511,highway,turning_circle,regular
53211515,highway,turning_circle,regular
53211516,highway,turning_circle,regular
53212359,highway,turning_circle,regular
53212361,highway,turning_circle,regular
53213356,crossing,traffic_signals,regular
53213356,highway,traffic_signals,regular
53213540,highway,turning_circle,regular
53213559,highway,turning_circle,regular
53213626,highway,turning_circle,regular
53213628,highway,turning_circle,regular
53213629,highway,turning_loop,regular
53213752,highway,turning_circle,regular
53215860,highway,turning_circle,regular
53216419,highway,turning_circle,regular
53216420,highway,turning_circle,regular
53217936,highway,turning_circle,regular
53217938,highway,turning_loop,regular
53217940,highway,turning_loop,regular
53219137,highway,turning_circle,regular
53219139,highway,turning_circle,regular
53219587,highway,traffic_signals,regular
53219921,highway,turning_circle,regular
53220475,highway,turning_circle,regular
53222636,highway,turning_circle,regular
53223495,highway,turning_circle,regular
53224156,highway,turning_circle,regular
53224159,highway,turning_circle,regular
53224859,highway,turning_circle,regular
53225277,highway,turning_loop,regular
53225587,highway,turning_circle,regular
53226298,highway,turning_circle,regular
53226299,highway,turning_circle,regular
53226300,highway,turning_circle,regular
53226301,highway,turning_circle,regular
53226375,highway,turning_circle,regular
53227164,highway,stop,regular
53227164,stop,all,regular
53227948,highway,turning_circle,regular
53228955,highway,turning_circle,regular
53228968,highway,turning_circle,regular
53229503,highway,turning_circle,regular
53229509,highway,turning_circle,regular
53229735,highway,turning_circle,regular
53229744,highway,turning_circle,regular
53229749,highway,turning_circle,regular
53229759,highway,turning_circle,regular
53230427,highway,turning_loop,regular
53231290,highway,stop,regular
53231313,railway,level_crossing,regular
53231313,source,bing,regular
53231956,highway,turning_circle,regular
53232261,highway,turning_circle,regular
53232878,highway,turning_circle,regular
53233156,highway,turning_circle,regular
53233174,highway,turning_circle,regular
53234370,highway,turning_circle,regular
53234372,highway,turning_circle,regular
53234848,highway,turning_circle,regular
53234852,highway,traffic_signals,regular
53234852,traffic_signals,signal,regular
53234921,highway,turning_circle,regular
53235828,railway,switch,regular
53235828,source,bing,regular
53236145,railway,level_crossing,regular
53236145,ref,091802Y,regular
53236145,source,bing,regular
53236150,railway,switch,regular
53236150,source,bing,regular
53236153,railway,switch,regular
53236153,source,bing,regular
53236178,railway,level_crossing,regular
53236823,highway,stop,regular
53236824,highway,stop,regular
53236875,highway,turning_circle,regular
53237547,highway,turning_circle,regular
53237581,highway,turning_circle,regular
53238715,highway,turning_circle,regular
53240073,highway,turning_circle,regular
53240075,highway,turning_circle,regular
53240077,highway,turning_circle,regular
53240249,highway,turning_circle,regular
53240266,highway,turning_circle,regular
53241846,highway,turning_circle,regular
53241876,highway,turning_circle,regular
53242433,highway,turning_circle,regular
53243405,highway,turning_circle,regular
53243406,highway,turning_circle,regular
53243869,highway,turning_circle,regular
53243871,highway,turning_circle,regular
53243885,highway,turning_loop,regular
53244237,highway,turning_circle,regular
53245287,highway,turning_circle,regular
53250137,highway,turning_circle,regular
53250216,highway,turning_circle,regular
53250218,highway,turning_circle,regular
53250219,highway,turning_circle,regular
53250323,highway,turning_circle,regular
53250325,highway,turning_circle,regular
53250480,highway,turning_circle,regular
53250484,highway,turning_loop,regular
53250599,highway,turning_circle,regular
53250604,highway,turning_loop,regular
53251306,highway,turning_circle,regular
53251311,highway,turning_circle,regular
53253686,highway,turning_circle,regular
53255639,barrier,gate,regular
53255639,bicycle,yes,regular
53255639,foot,yes,regular
53255639,motor_vehicle,no,regular
53255784,highway,turning_circle,regular
53256024,highway,turning_circle,regular
60410819,created_by,JOSM,regular
60411246,created_by,JOSM,regular
60411247,created_by,JOSM,regular
126820046,crossing,traffic_signals,regular
126820046,highway,traffic_signals,regular
130167047,highway,motorway_junction,regular
130167047,noref,yes,regular
130167113,railway,switch,regular
130167113,source,bing,regular
130167116,railway,level_crossing,regular
130167116,position,0025.19,railway
130167116,ref,091799T,regular
130167117,highway,traffic_signals,regular
130167216,highway,traffic_signals,regular
135708010,highway,traffic_signals,regular
136904439,highway,stop,regular
136907746,highway,turning_circle,regular
136926694,created_by,Merkaartor 0.12,regular
136928122,highway,turning_circle,regular
136929070,highway,turning_circle,regular
136936863,amenity,fire_station,regular
136950297,highway,motorway_junction,regular
136950297,ref,26,regular
136966103,highway,traffic_signals,regular
136968036,highway,traffic_signals,regular
137907145,population,33505;2010,census
137907145,name,Bothell,regular
137907145,place,town,regular
137907145,population,33505,regular
137907145,website,http://www.ci.bothell.wa.us/,regular
137907145,wikidata,Q303046,regular
137907145,wikipedia,"en:Bothell, Washington",regular
138215478,highway,traffic_signals,regular
140377142,state_code,WA,is_in
140377142,name,North Creek,regular
140377142,place,town,regular
150933742,ele,33,regular
150933742,Class,Populated Place,gnis
150933742,County,Snohomish,gnis
150933742,County_num,061,gnis
150933742,ST_alpha,WA,gnis
150933742,ST_num,53,gnis
150933742,id,1512062,gnis
150933742,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150933742,is_in,"Snohomish,Washington,Wash.,WA,USA",regular
150933742,name,Canyon Park,regular
150933742,place,suburb,regular
150960015,ele,108,regular
150960015,Class,Populated Place,gnis
150960015,County,King,gnis
150960015,County_num,033,gnis
150960015,ST_alpha,WA,gnis
150960015,ST_num,53,gnis
150960015,id,1533333,gnis
150960015,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150960015,is_in,"King,Washington,Wash.,WA,USA",regular
150960015,name,Moorlands,regular
150960015,place,hamlet,regular
150960215,population,19980;2006,census
150960215,ele,9,regular
150960215,Class,Populated Place,gnis
150960215,County,King,gnis
150960215,County_num,033,gnis
150960215,ST_alpha,WA,gnis
150960215,ST_num,53,gnis
150960215,id,1512345,gnis
150960215,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150960215,is_in,"King,Washington,Wash.,WA,USA",regular
150960215,name,Kenmore,regular
150960215,place,town,regular
150960215,population,20460,regular
150960215,website,http://www.cityofkenmore.com/,regular
150960215,wikidata,Q588640,regular
150960215,wikipedia,"en:Kenmore, Washington",regular
150966640,ele,58,regular
150966640,Class,Populated Place,gnis
150966640,County,Snohomish,gnis
150966640,County_num,061,gnis
150966640,ST_alpha,WA,gnis
150966640,ST_num,53,gnis
150966640,id,1512346,gnis
150966640,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150966640,is_in,"Snohomish,Washington,Wash.,WA,USA",regular
150966640,name,Kennard Corner,regular
150966640,place,hamlet,regular
150977547,ele,44,regular
150977547,Class,Populated Place,gnis
150977547,County,Snohomish,gnis
150977547,County_num,061,gnis
150977547,ST_alpha,WA,gnis
150977547,ST_num,53,gnis
150977547,id,1512723,gnis
150977547,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150977547,is_in,"Snohomish,Washington,Wash.,WA,USA",regular
150977547,name,Thrashers Corner,regular
150977547,place,hamlet,regular
247561219,created_by,JOSM,regular
247561229,created_by,JOSM,regular
247561232,created_by,JOSM,regular
277584197,highway,turning_circle,regular
277586426,highway,turning_circle,regular
277589735,highway,turning_circle,regular
277589748,highway,turning_circle,regular
277590301,highway,turning_circle,regular
277590334,highway,traffic_signals,regular
277590334,traffic_signals,signal,regular
277590387,highway,turning_circle,regular
277590407,highway,turning_circle,regular
277590727,highway,turning_circle,regular
277590729,highway,turning_circle,regular
277590876,highway,turning_circle,regular
277591341,highway,turning_circle,regular
